Symbol,Series,Security Name,Band,Remarks
PCCL,SM,PETRO CARBON AND CHEMICALS LIMITED,20,"-"
PCJEWELLER,EQ,PC JEWELLER LIMITED,20,"-"
PDMJEPAPER,EQ,PUDUMJEE PAPER PRODUCTS LIMITED,20,"-"
PDSL,EQ,PDS LIMITED,20,"-"
PEARLPOLY,EQ,PEARL POLYMERS LIMITED,20,"-"
PELATRO,SM,PELATRO LIMITED,20,"-"
PENIND,EQ,PENNAR INDUSTRIES LIMITED,20,"-"
PENINLAND,EQ,PENINSULA LAND LIMITED,20,"-"
PENTAGON,SM,PENTAGON RUBBER LIMITED,20,"-"
PFIZER,EQ,PFIZER LIMITED,20,"-"
PFOCUS,EQ,PRIME FOCUS LIMITED,20,"-"
PFS,EQ,PTC INDIA FINANCIAL SERVICES LIMITED,20,"-"
PGHH,EQ,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,20,"-"
PGHL,EQ,PROCTER & GAMBLE HEALTH LIMITED,20,"-"
PGIL,EQ,PEARL GLOBAL INDUSTRIES LIMITED,20,"-"
PGINVIT,IV,POWERGRID INFRASTRUCTURE INVESTMENT TRUST,20,"-"
PHANTOMFX,SM,PHANTOM DIGITAL EFFECTS LIMITED,20,"-"
PHARMABEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY PHARMA ETF,20,"-"
PHOGLOBAL,SM,PHOENIX OVERSEAS LIMITED,20,"-"
PICCADIL,EQ,PICCADILY AGRO INDUSTRIES LIMITED,20,"-"
PILANIINVS,EQ,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,20,"-"
PILITA,EQ,PIL ITALICA LIFESTYLE LIMITED,20,"-"
PINELABS,EQ,PINE LABS LIMITED,20,"-"
PIONEEREMB,EQ,PIONEER EMBROIDERIES LIMITED,20,"-"
PIRAMALFIN,EQ,PIRAMAL FINANCE LIMITED,20,"-"
PITTIENG,EQ,PITTI ENGINEERING LIMITED,20,"-"
PIXTRANS,EQ,PIX TRANSMISSIONS LIMITED,20,"-"
PLASTIBLEN,EQ,PLASTIBLENDS INDIA LIMITED,20,"-"
PLATIND,EQ,PLATINUM INDUSTRIES LIMITED,20,"-"
PLAZACABLE,EQ,PLAZA WIRES LIMITED,20,"-"
PNBGILTS,EQ,PNB GILTS LTD.,20,"-"
PNCINFRA,EQ,PNC INFRATECH LIMITED,20,"-"
POCL,EQ,PONDY OXIDES & CHEMICALS LIMITED,20,"-"
PODDARMENT,EQ,PODDAR PIGMENTS LIMITED,20,"-"
POKARNA,EQ,POKARNA LIMITED,20,"-"
POLYMED,EQ,POLY MEDICURE LIMITED,20,"-"
POLYPLEX,EQ,POLYPLEX CORPORATION LIMITED,20,"-"
PONNIERODE,EQ,PONNI SUGARS (ERODE) LIMITED,20,"-"
POONAWALLA,EQ,POONAWALLA FINCORP LIMITED,20,"-"
POWERMECH,EQ,POWER MECH PROJECTS LIMITED,20,"-"
PPAP,EQ,PPAP AUTOMOTIVE LIMITED,20,"-"
PPL,EQ,PRAKASH PIPES LIMITED,20,"-"
PPSL,SM,PICTUREPOST STUDIOS LIMITED,20,"-"
PRAJIND,EQ,PRAJ INDUSTRIES LIMITED,20,"-"
PRAKASH,EQ,PRAKASH INDUSTRIES LIMITED,20,"-"
PRAMARA,SM,PRAMARA PROMOTIONS LIMITED,20,"-"
PRANIK,SM,PRANIK LOGISTICS LIMITED,20,"-"
PRATHAM,SM,PRATHAM EPC PROJECTS LIMITED,20,"-"
PRECAM,EQ,PRECISION CAMSHAFTS LIMITED,20,"-"
PRECOT,EQ,PRECOT LIMITED,20,"-"
PRECWIRE,EQ,PRECISION WIRES INDIA LIMITED,20,"-"
PREMEXPLN,EQ,PREMIER EXPLOSIVES LIMITED,20,"-"
PREMIERPOL,EQ,PREMIER POLYFILM LIMITED,20,"-"
PREMIUM,SM,PREMIUM PLAST LIMITED,20,"-"
PRESSTONIC,SM,PRESSTONIC ENGINEERING LIMITED,20,"-"
PRICOLLTD,EQ,PRICOL LIMITED,20,"-"
PRIMECAB,SM,PRIME CABLE INDUSTRIES LIMITED,20,"-"
PRIMESECU,EQ,PRIME SECURITIES LIMITED,20,"-"
PRIMO,EQ,PRIMO CHEMICALS LIMITED,20,"-"
PRINCEPIPE,EQ,PRINCE PIPES AND FITTINGS LIMITED,20,"-"
PRITI,EQ,PRITI INTERNATIONAL LIMITED,20,"-"
PRITIKA,SM,PRITIKA ENGINEERING COMPONENTS LIMITED,20,"-"
PRITIKAUTO,EQ,PRITIKA AUTO INDUSTRIES LIMITED,20,"-"
PRIVISCL,EQ,PRIVI SPECIALITY CHEMICALS LIMITED,20,"-"
PRLIND,SM,PREMIER ROADLINES LIMITED,20,"-"
PROFX,SM,PRO FX TECH LIMITED,20,"-"
PROPEQUITY,SM,P. E. ANALYTICS LIMITED,20,"-"
PROSTARM,EQ,PROSTARM INFO SYSTEMS LIMITED,20,"-"
PROTEAN,EQ,PROTEAN EGOV TECHNOLOGIES LIMITED,20,"-"
PROV,SM,PROVENTUS AGROCOM LIMITED,20,"-"
PRSMJOHNSN,EQ,PRISM JOHNSON LIMITED,20,"-"
PRUDENT,EQ,PRUDENT CORPORATE ADVISORY SERVICES LIMITED,20,"-"
PSB,EQ,PUNJAB & SIND BANK,20,"-"
PSFL,SM,PARAMOUNT SPECIALITY FORGINGS LIMITED,20,"-"
PSPPROJECT,EQ,PSP PROJECTS LIMITED,20,"-"
PSUBANK,EQ,KOTAK NIFTY PSU BANK ETF,20,"-"
PSUBANKADD,EQ,DSP MUTUAL FUND - DSP NIFTY PSU BANK ETF,20,"-"
PSUBNKBEES,EQ,NIPPON INDIA ETF NIFTY PSU BANK BEES,20,"-"
PSUBNKIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY PSU BANK ETF,20,"-"
PTC,EQ,PTC INDIA LIMITED,20,"-"
PTCIL,EQ,PTC INDUSTRIES LIMITED,20,"-"
PTL,EQ,PTL ENTERPRISES LIMITED,20,"-"
PUNJABCHEM,EQ,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,20,"-"
PURVA,EQ,PURAVANKARA LIMITED,20,"-"
PUSHPA,SM,PUSHPA JEWELLERS LIMITED,20,"-"
PVRINOX,EQ,PVR INOX LIMITED,20,"-"
PVSL,EQ,POPULAR VEHICLES AND SERVICES LIMITED,20,"-"
PVTBANIETF,EQ,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF - NIFTY PRIVATE BANK INDEX,20,"-"
PVTBANKADD,EQ,DSP MUTUAL FUND - DSP NIFTY PRIVATE BANK ETF,20,"-"
PWL,EQ,PHYSICSWALLAH LIMITED,20,"-"
PYRAMID,EQ,PYRAMID TECHNOPLAST LIMITED,20,"-"
QGOLDHALF,EQ,QUANTUM GOLD FUND -EXCHANGE TRADED FUND (ETF),20,"-"
QMSMEDI,SM,QMS MEDICAL ALLIED SERVICES LIMITED,20,"-"
QNIFTY,EQ,QUANTUM NIFTY 50 ETF,20,"-"
QPOWER,EQ,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,20,"-"
QUADFUTURE,EQ,QUADRANT FUTURE TEK LIMITED,20,"-"
QUAL30IETF,EQ,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF,20,"-"
QUALITY30,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY200 QUALITY 30 ETF,20,"-"
QUESS,EQ,QUESS CORP LIMITED,20,"-"
QUESTLAB,SM,QUEST LABORATORIES LIMITED,20,"-"
QUICKHEAL,EQ,QUICK HEAL TECHNOLOGIES LIMITED,20,"-"
RACE,EQ,RACE ECO CHAIN LIMITED,20,"-"
RACLGEAR,EQ,RACL GEARTECH LIMITED,20,"-"
RADAAN,EQ,RADAAN MEDIAWORKS INDIA LIMITED,20,"-"
RADHIKAJWE,EQ,RADHIKA JEWELTECH LIMITED,20,"-"
RADIANTCMS,EQ,RADIANT CASH MANAGEMENT SERVICES LIMITED,20,"-"
RADICO,EQ,RADICO KHAITAN LIMITED,20,"-"
RADIOCITY,EQ,MUSIC BROADCAST LIMITED,20,"-"
RADIOWALLA,SM,RADIOWALLA NETWORK LIMITED,20,"-"
RAILTEL,EQ,RAILTEL CORPORATION OF INDIA LIMITED,20,"-"
RAIN,EQ,RAIN INDUSTRIES LIMITED,20,"-"
RAINBOW,EQ,RAINBOW CHILDRENS MEDICARE LIMITED,20,"-"
RAJINDLTD,SM,RAJPUTANA INDUSTRIES LIMITED,20,"-"
RAJMET,EQ,RAJNANDINI METAL LIMITED,20,"-"
RAJOOENG,EQ,RAJOO ENGINEERS LIMITED,20,"-"
RAJPUTANA,SM,RAJPUTANA BIODIESEL LIMITED,20,"-"
RAJRATAN,EQ,RAJRATAN GLOBAL WIRE LIMITED,20,"-"
RAJSREESUG,EQ,RAJSHREE SUGARS & CHEMICALS LIMITED,20,"-"
RAJTV,EQ,RAJ TELEVISION NETWORK LIMITED,20,"-"
RALLIS,EQ,RALLIS INDIA LIMITED,20,"-"
RAMANEWS,EQ,SHREE RAMA NEWSPRINT LIMITED,20,"-"
RAMAPHO,EQ,RAMA PHOSPHATES LIMITED,20,"-"
RAMASTEEL,EQ,RAMA STEEL TUBES LIMITED,20,"-"
RAMCOCEM,EQ,THE RAMCO CEMENTS LIMITED,20,"-"
RAMCOIND,EQ,RAMCO INDUSTRIES LIMITED,20,"-"
RAMCOSYS,EQ,RAMCO SYSTEMS LIMITED,20,"-"
RAMKY,EQ,RAMKY INFRASTRUCTURE LIMITED,20,"-"
RAMRAT,EQ,RAM RATNA WIRES LIMITED,20,"-"
RANASUG,EQ,RANA SUGARS LIMITED,20,"-"
RANEHOLDIN,EQ,RANE HOLDINGS LIMITED,20,"-"
RAPIDFLEET,SM,RAPID FLEET MANAGEMENT SERVICES LIMITED,20,"-"
RAPPID,SM,RAPPID VALVES (INDIA) LIMITED,20,"-"
RATEGAIN,EQ,RATEGAIN TRAVEL TECHNOLOGIES LIMITED,20,"-"
RATNAMANI,EQ,RATNAMANI METALS & TUBES LIMITED,20,"-"
RATNAVEER,EQ,RATNAVEER PRECISION ENGINEERING LIMITED,20,"-"
RAYMOND,EQ,RAYMOND LIMITED,20,"-"
RAYMONDLSL,EQ,RAYMOND LIFESTYLE LIMITED,20,"-"
RAYMONDREL,EQ,RAYMOND REALTY LIMITED,20,"-"
RBA,EQ,RESTAURANT BRANDS ASIA LIMITED,20,"-"
RBMINFRA,SM,RBM INFRACON LIMITED,20,"-"
RBS,SM,RAMDEVBABA SOLVENT LIMITED,20,"-"
RBZJEWEL,EQ,RBZ JEWELLERS LIMITED,20,"-"
RCDL,SM,RAJGOR CASTOR DERIVATIVES LIMITED,20,"-"
RCF,EQ,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,20,"-"
READYMIX,SM,READYMIX CONSTRUCTION MACHINERY LIMITED,20,"-"
REDINGTON,EQ,REDINGTON LIMITED,20,"-"
REDTAPE,EQ,REDTAPE LIMITED,20,"-"
REFEX,EQ,REFEX INDUSTRIES LIMITED,20,"-"
REGAAL,EQ,REGAAL RESOURCES LIMITED,20,"-"
REGENCERAM,EQ,REGENCY CERAMICS LIMITED,20,"GSM STAGE - 0"
RELAXO,EQ,RELAXO FOOTWEARS LIMITED,20,"-"
RELCHEMQ,EQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED,20,"-"
RELIGARE,EQ,RELIGARE ENTERPRISES LIMITED,20,"-"
RELTD,EQ,RAVINDRA ENERGY LIMITED,20,"-"
REMSONSIND,EQ,REMSONS INDUSTRIES LIMITED,20,"-"
REMUS,SM,REMUS PHARMACEUTICALS LIMITED,20,"-"
RENUKA,EQ,SHREE RENUKA SUGARS LIMITED,20,"-"
REPCOHOME,EQ,REPCO HOME FINANCE LIMITED,20,"-"
REPL,EQ,RUDRABHISHEK ENTERPRISES LIMITED,20,"-"
REPRO,EQ,REPRO INDIA LIMITED,20,"-"
RESPONIND,EQ,RESPONSIVE INDUSTRIES LIMITED,20,"-"
RETAIL,EQ,JHS SVENDGAARD RETAIL VENTURES LIMITED,20,"-"
RGL,EQ,RENAISSANCE GLOBAL LIMITED,20,"-"
RHETAN,EQ,RHETAN TMT LIMITED,20,"-"
RHIM,EQ,RHI MAGNESITA INDIA LTD,20,"-"
RHL,EQ,ROBUST HOTELS LIMITED,20,"-"
RICOAUTO,EQ,RICO AUTO INDUSTRIES LIMITED,20,"-"
RIIL,EQ,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,20,"-"
RILINFRA,SM,RACHANA INFRASTRUCTURE LIMITED,20,"-"
RISHABH,EQ,RISHABH INSTRUMENTS LIMITED,20,"-"
RITCO,EQ,RITCO LOGISTICS LIMITED,20,"-"
RITES,EQ,RITES LIMITED,20,"-"
RKDL,EQ,RAVI KUMAR DISTILLERIES LIMITED,20,"-"
RKEC,EQ,RKEC PROJECTS LIMITED,20,"-"
RKFORGE,EQ,RAMKRISHNA FORGINGS LIMITED,20,"-"
RKSWAMY,EQ,R K SWAMY LIMITED,20,"-"
RMDRIP,EQ,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,20,"-"
RML,EQ,RANE (MADRAS) LIMITED,20,"-"
RNBDENIMS,EQ,R&B DENIMS LIMITED,20,"-"
RNFI,SM,RNFI SERVICES LIMITED,20,"-"
ROADSTAR,IV,ROADSTAR INFRA INVESTMENT TRUST,20,"-"
ROHLTD,EQ,ROYAL ORCHID HOTELS LIMITED,20,"-"
ROLEXRINGS,EQ,ROLEX RINGS LIMITED,20,"-"
ROML,EQ,RAJ OIL MILLS LIMITED,20,"-"
ROSSARI,EQ,ROSSARI BIOTECH LIMITED,20,"-"
ROSSELLIND,EQ,ROSSELL INDIA LIMITED,20,"-"
ROSSTECH,EQ,ROSSELL TECHSYS LIMITED,20,"-"
ROTO,EQ,ROTO PUMPS LIMITED,20,"-"
ROUTE,EQ,ROUTE MOBILE LIMITED,20,"-"
ROXHITECH,SM,ROX HI TECH LIMITED,20,"-"
ROYALARC,SM,ROYAL ARC ELECTRODES LIMITED,20,"-"
RPEL,EQ,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,20,"-"
RPGLIFE,EQ,RPG LIFE SCIENCES LIMITED,20,"-"
RPOWER,EQ,RELIANCE POWER LIMITED,20,"-"
RPPINFRA,EQ,R.P.P. INFRA PROJECTS LIMITED,20,"-"
RPPL,EQ,RAJSHREE POLYPACK LIMITED,20,"-"
RPSGVENT,EQ,RPSG VENTURES LIMITED,20,"-"
RPTECH,EQ,RASHI PERIPHERALS LIMITED,20,"-"
RRKABEL,EQ,R R KABEL LIMITED,20,"-"
RSWM,EQ,RSWM LIMITED,20,"-"
RSYSTEMS,EQ,R SYSTEMS INTERNATIONAL LIMITED,20,"-"
RTL,SM,RAMA TELECOM LIMITED,20,"-"
RTNINDIA,EQ,RATTANINDIA ENTERPRISES LIMITED,20,"-"
RTNPOWER,EQ,RATTANINDIA POWER LIMITED,20,"-"
RUBFILA,EQ,RUBFILA INTERNATIONAL LIMITED,20,"-"
RUBICON,EQ,RUBICON RESEARCH LIMITED,20,"-"
RUBYMILLS,EQ,THE RUBY MILLS LIMITED,20,"-"
RUCHINFRA,EQ,RUCHI INFRASTRUCTURE LIMITED,20,"-"
RUCHIRA,EQ,RUCHIRA PAPERS LIMITED,20,"-"
RUDRA,EQ,RUDRA GLOBAL INFRA PRODUCTS LIMITED,20,"-"
RULKA,SM,RULKA ELECTRICALS LIMITED,20,"-"
RUPA,EQ,RUPA & COMPANY LIMITED,20,"-"
RUSHIL,EQ,RUSHIL DECOR LIMITED,20,"-"
RUSTOMJEE,EQ,KEYSTONE REALTORS LIMITED,20,"-"
RVHL,EQ,RAVINDER HEIGHTS LIMITED,20,"-"
SAAKSHI,SM,SAAKSHI MEDTECH AND PANELS LIMITED,20,"-"
SADHAV,SM,SADHAV SHIPPING LIMITED,20,"-"
SAFARI,EQ,SAFARI INDUSTRIES (INDIA) LIMITED,20,"-"
SAGARDEEP,EQ,SAGARDEEP ALLOYS LIMITED,20,"-"
SAGCEM,EQ,SAGAR CEMENTS LIMITED,20,"-"
SAGILITY,EQ,SAGILITY LIMITED,20,"-"
SAHAJSOLAR,SM,SAHAJ SOLAR LIMITED,20,"-"
SAHANA,SM,SAHANA SYSTEM LIMITED,20,"-"
SAHASRA,SM,SAHASRA ELECTRONIC SOLUTIONS LIMITED,20,"-"
SAHYADRI,EQ,SAHYADRI INDUSTRIES LIMITED,20,"-"
SAILIFE,EQ,SAI LIFE SCIENCES LIMITED,20,"-"
SAJHOTELS,SM,SAJ HOTELS LIMITED,20,"-"
SAKAR,EQ,SAKAR HEALTHCARE LIMITED,20,"-"
SAKHTISUG,EQ,SAKTHI SUGARS LIMITED,20,"-"
SAKSOFT,EQ,SAKSOFT LIMITED,20,"-"
SAKUMA,EQ,SAKUMA EXPORTS LIMITED,20,"-"
SALASAR,EQ,SALASAR TECHNO ENGINEERING LIMITED,20,"-"
SALONA,EQ,SALONA COTSPIN LIMITED,20,"-"
SALZERELEC,EQ,SALZER ELECTRONICS LIMITED,20,"-"
SAMBHV,EQ,SAMBHV STEEL TUBES LIMITED,20,"-"
SAMHI,EQ,SAMHI HOTELS LIMITED,20,"-"
SAMPANN,EQ,SAMPANN UTPADAN INDIA LIMITED,20,"-"
SANDESH,EQ,THE SANDESH LIMITED,20,"-"
SANDHAR,EQ,SANDHAR TECHNOLOGIES LIMITED,20,"-"
SANDUMA,EQ,SANDUR MANGANESE & IRON ORES LIMITED,20,"-"
SANGAMIND,EQ,SANGAM (INDIA) LIMITED,20,"-"
SANGHIIND,EQ,SANGHI INDUSTRIES LIMITED,20,"-"
SANGHVIMOV,EQ,SANGHVI MOVERS LIMITED,20,"-"
SANGINITA,EQ,SANGINITA CHEMICALS LIMITED,20,"-"
SANOFI,EQ,SANOFI INDIA LIMITED,20,"-"
SANOFICONR,EQ,SANOFI CONSUMER HEALTHCARE INDIA LIMITED,20,"-"
SANSERA,EQ,SANSERA ENGINEERING LIMITED,20,"-"
SANSTAR,EQ,SANSTAR LIMITED,20,"-"
SAPPHIRE,EQ,SAPPHIRE FOODS INDIA LIMITED,20,"-"
SARDAEN,EQ,SARDA ENERGY & MINERALS LIMITED,20,"-"
SAREGAMA,EQ,SAREGAMA INDIA LIMITED,20,"-"
SARLAPOLY,EQ,SARLA PERFORMANCE FIBERS LIMITED,20,"-"
SARTELE,SM,SAR TELEVENTURE LIMITED,20,"-"
SARVESHWAR,EQ,SARVESHWAR FOODS LIMITED,20,"-"
SASKEN,EQ,SASKEN TECHNOLOGIES LIMITED,20,"-"
SASTASUNDR,EQ,SASTASUNDAR VENTURES LIMITED,20,"-"
SATIA,EQ,SATIA INDUSTRIES LIMITED,20,"-"
SATIN,EQ,SATIN CREDITCARE NETWORK LIMITED,20,"-"
SATKARTAR,SM,SAT KARTAR SHOPPING LIMITED,20,"-"
SATTVAENGG,SM,SATTVA ENGINEERING CONSTRUCTION LIMITED,20,"-"
SAURASHCEM,EQ,SAURASHTRA CEMENT LIMITED,20,"-"
SAVY,SM,SAVY INFRA AND LOGISTICS LIMITED,20,"-"
SAWALIYA,SM,SAWALIYA FOOD PRODUCTS LIMITED,20,"-"
SBC,EQ,SBC EXPORTS LIMITED,20,"-"
SBCL,EQ,SHIVALIK BIMETAL CONTROLS LIMITED,20,"-"
SBFC,EQ,SBFC FINANCE LIMITED,20,"-"
SBGLP,EQ,SURATWWALA BUSINESS GROUP LIMITED,20,"-"
SBIBPB,EQ,SBI MUTUAL FUND - SBI BSE PSU BANK ETF,20,"-"
SBIETFCON,EQ,SBI MUTUAL FUND - SBI ETF CONSUMPTION,20,"-"
SBIETFIT,EQ,SBI MUTUAL FUND-SBI ETF IT,20,"-"
SBIETFPB,EQ,SBI MUTUAL FUND - SBI ETF PRIVATE BANK - SBI ETF PRIVATE BANK,20,"-"
SBIETFQLTY,EQ,SBI MUTUAL FUND - SBI - ETF QUALITY - SBI-ETF QUALITY,20,"-"
SBINEQWETF,EQ,SBI MUTUAL FUND - SBI NIFTY50 EQUAL WEIGHT ETF,20,"-"
SBISILVER,EQ,SBI MUTUAL FUND - SBI SILVER ETF,20,"-"
SCHAEFFLER,EQ,SCHAEFFLER INDIA LIMITED,20,"-"
SCHAND,EQ,S CHAND AND COMPANY LIMITED,20,"-"
SCHNEIDER,EQ,SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,20,"-"
SCI,EQ,SHIPPING CORPORATION OF INDIA LIMITED,20,"-"
SCILAL,EQ,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,20,"-"
SCODATUBES,EQ,SCODA TUBES LIMITED,20,"-"
SDBL,EQ,SOM DISTILLERIES & BREWERIES LIMITED,20,"-"
SDL26BEES,EQ,NIPPON INDIA ETF NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT,20,"-"
SDREAMS,SM,S D RETAIL LIMITED,20,"-"
SEAMECLTD,EQ,SEAMEC LIMITED,20,"-"
SECMARK,EQ,SECMARK CONSULTANCY LIMITED,20,"-"
SEITINVIT,IV,SUSTAINABLE ENERGY INFRA TRUST,20,"-"
SEL,SM,SUNGARNER ENERGIES LIMITED,20,"-"
SELECTIPO,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE SELECT IPO ETF,20,"-"
SELLOWRAP,SM,SELLOWRAP INDUSTRIES LIMITED,20,"-"
SENCO,EQ,SENCO GOLD LIMITED,20,"-"
SENORES,EQ,SENORES PHARMACEUTICALS LIMITED,20,"-"
SENSEXADD,EQ,DSP BSE SENSEX ETF,20,"-"
SENSEXBETA,EQ,UTI BSE SENSEX ETF,20,"-"
SENSEXETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P BSE SENSEX ETF,20,"-"
SENSEXIETF,EQ,ICICI PRUDENTIAL BSE SENSEX ETF,20,"-"
SEPC,EQ,SEPC LIMITED,20,"-"
SERVICE,SM,SERVICE CARE LIMITED,20,"-"
SESHAPAPER,EQ,SESHASAYEE PAPER AND BOARDS LIMITED,20,"-"
SETFGOLD,EQ,SBI-ETF GOLD,20,"-"
SETFNIF50,EQ,SBI-ETF NIFTY 50,20,"-"
SETFNIFBK,EQ,SBI-ETF NIFTY BANK,20,"-"
SETFNN50,EQ,SBI-ETF NIFTY NEXT 50,20,"-"
SETL,EQ,STANDARD ENGINEERING TECHNOLOGY LIMITED,20,"-"
SFL,EQ,SHEELA FOAM LIMITED,20,"-"
SFML,SM,SUPREME FACILITY MANAGEMENT LIMITED,20,"-"
SGFIN,EQ,SG FINSERVE LIMITED,20,"-"
SGIL,EQ,SYNERGY GREEN INDUSTRIES LIMITED,20,"-"
SGL,EQ,STL GLOBAL LIMITED,20,"-"
SGMART,EQ,SG MART LIMITED,20,"-"
SHADOWFAX,EQ,SHADOWFAX TECHNOLOGIES LIMITED,20,"-"
SHAH,EQ,SHAH METACORP LIMITED,20,"-"
SHAILY,EQ,SHAILY ENGINEERING PLASTICS LIMITED,20,"-"
SHAKTIPUMP,EQ,SHAKTI PUMPS (INDIA) LIMITED,20,"-"
SHALBY,EQ,SHALBY LIMITED,20,"-"
SHALPAINTS,EQ,SHALIMAR PAINTS LIMITED,20,"-"
SHANKARA,EQ,SHANKARA BUILDING PRODUCTS LIMITED,20,"-"
SHANTI,EQ,SHANTI OVERSEAS (INDIA) LIMITED,20,"-"
SHANTIGEAR,EQ,SHANTHI GEARS LIMITED,20,"-"
SHANTIGOLD,EQ,SHANTI GOLD INTERNATIONAL LIMITED,20,"-"
SHARDACROP,EQ,SHARDA CROPCHEM LIMITED,20,"-"
SHARDAMOTR,EQ,SHARDA MOTOR INDUSTRIES LIMITED,20,"-"
SHARIABEES,EQ,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,20,"-"
SHEEL,SM,SHEEL BIOTECH LIMITED,20,"-"
SHEKHAWATI,EQ,SHEKHAWATI INDUSTRIES LIMITED,20,"-"
SHEMAROO,EQ,SHEMAROO ENTERTAINMENT LIMITED,20,"-"
SHERA,SM,SHERA ENERGY LIMITED,20,"-"
SHETHJI,SM,SHREEJI GLOBAL FMCG LIMITED,20,"-"
SHIGAN,SM,SHIGAN QUANTUM TECHNOLOGIES LIMITED,20,"-"
SHILCTECH,EQ,SHILCHAR TECHNOLOGIES LIMITED,20,"-"
SHILPAMED,EQ,SHILPA MEDICARE LIMITED,20,"-"
SHIVALIK,EQ,SHIVALIK RASAYAN LIMITED,20,"-"
SHIVAMAUTO,EQ,SHIVAM AUTOTECH LIMITED,20,"-"
SHIVAMILLS,EQ,SHIVA MILLS LIMITED,20,"-"
SHIVASHRIT,SM,SHIVASHRIT FOODS LIMITED,20,"-"
SHIVATEX,EQ,SHIVA TEXYARN LIMITED,20,"-"
SHK,EQ,S H KELKAR AND COMPANY LIMITED,20,"-"
SHKSIL,SM,SHRI HARE-KRISHNA SPONGE IRON LIMITED,20,"-"
SHOPERSTOP,EQ,SHOPPERS STOP LIMITED,20,"-"
SHRADHA,EQ,SHRADHA INFRAPROJECTS LIMITED,20,"-"
SHREDIGCEM,EQ,SHREE DIGVIJAY CEMENT CO.LTD,20,"-"
SHREEKARNI,SM,SHREE KARNI FABCOM LIMITED,20,"-"
SHREEOSFM,SM,SHREE OSFM E-MOBILITY LIMITED,20,"-"
SHREEPUSHK,EQ,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,20,"-"
SHREMINVIT,IV,SHREM INVIT,20,"-"
SHREYANIND,EQ,SHREYANS INDUSTRIES LIMITED,20,"-"
SHRIAHIMSA,SM,SHRI AHIMSA NATURALS LIMITED,20,"-"
SHRINGARMS,EQ,SHRINGAR HOUSE OF MANGALSUTRA LIMITED,20,"-"
SHRIPISTON,EQ,SHRIRAM PISTONS & RINGS LIMITED,20,"-"
SHRIRAMPPS,EQ,SHRIRAM PROPERTIES LIMITED,20,"-"
SHRITECH,SM,SHRI TECHTEX LIMITED,20,"-"
SHUBHSHREE,SM,SHUBHSHREE BIOFUELS ENERGY LIMITED,20,"-"
SHYAMDHANI,SM,SHYAM DHANI INDUSTRIES LIMITED,20,"-"
SHYAMMETL,EQ,SHYAM METALICS AND ENERGY LIMITED,20,"-"
SHYAMTEL,EQ,SHYAM TELECOM LIMITED,20,"GSM STAGE - 0"
SIGACHI,EQ,SIGACHI INDUSTRIES LIMITED,20,"-"
SIGIND,EQ,SIGNET INDUSTRIES LIMITED,20,"-"
SIGMA,EQ,SIGMA SOLVE LIMITED,20,"-"
SIGNATURE,EQ,SIGNATUREGLOBAL (INDIA) LIMITED,20,"-"
SIGNPOST,EQ,SIGNPOST INDIA LIMITED,20,"-"
SIL,EQ,STANDARD INDUSTRIES LIMITED,20,"-"
SILINV,EQ,SIL INVESTMENTS LIMITED,20,"-"
SILKY,SM,SILKY OVERSEAS LIMITED,20,"-"
SILVER,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE SILVER ETF,20,"-"
SILVER1,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK SILVER ETF,20,"-"
SILVER360,EQ,360 ONE MUTUAL FUND - 360 ONE SILVER ETF,20,"-"
SILVERADD,EQ,DSP  MUTUAL FUND - DSP SILVER ETF,20,"-"
SILVERAG,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET SILVER ETF,20,"-"
SILVERBEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA SILVER ETF,20,"-"
SILVERBETA,EQ,UTI MUTUAL FUND - UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF),20,"-"
SILVERBND,EQ,BANDHAN MUTUAL FUND - BANDHAN SILVER ETF,20,"-"
